congress,date,democrats_no,democrats_yes,independent_no,independent_yes,month,republican_no,republican_yes,result,total_no,total_not_voting,total_yes,vote_type,vote_uri,year
110,2007-07-26,0,46,0,2,7,43,3,Agreed to,43,6,51,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/280.json,2007
110,2007-07-26,7,39,0,2,7,37,9,Agreed to,44,6,50,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/279.json,2007
110,2007-07-26,0,43,0,2,7,1,44,Agreed to,1,10,89,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/278.json,2007
110,2007-07-25,0,47,0,2,7,44,3,Sustained,44,4,52,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/277.json,2007
110,2007-07-24,0,46,0,2,7,1,45,Agreed to,0,0,6,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/276.json,2007
110,2007-07-24,0,47,0,2,7,0,46,Passed,0,5,95,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/275.json,2007
110,2007-07-24,0,45,0,2,7,0,46,Agreed to,0,7,93,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/274.json,2007
110,2007-07-23,7,35,0,2,7,47,0,Rejected,54,9,37,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/273.json,2007
110,2007-07-20,0,47,0,2,7,18,29,Passed,18,4,78,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/272.json,2007
110,2007-07-20,46,1,2,0,7,1,46,Rejected,49,4,47,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/271.json,2007
110,2007-07-20,1,46,0,2,7,47,0,Rejected,48,4,48,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/270.json,2007
110,2007-07-19,47,0,2,0,7,5,42,Rejected,54,4,42,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/269.json,2007
110,2007-07-19,45,2,2,0,7,1,46,Rejected,48,4,48,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/268.json,2007
110,2007-07-19,1,46,0,2,7,47,0,Rejected,48,4,48,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/267.json,2007
110,2007-07-19,37,9,1,1,7,2,45,Rejected,40,5,55,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/266.json,2007
110,2007-07-19,45,1,2,0,7,1,46,Rejected,48,5,47,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/265.json,2007
110,2007-07-19,0,46,0,2,7,48,0,Rejected,48,4,48,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/264.json,2007
110,2007-07-19,34,13,2,0,7,4,44,Rejected,40,3,57,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/263.json,2007
110,2007-07-19,4,43,0,2,7,40,8,Rejected,0,53,0,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/262.json,2007
110,2007-07-19,38,8,1,1,7,0,48,Rejected,39,4,57,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/261.json,2007
110,2007-07-19,46,0,2,0,7,6,42,Rejected,54,4,42,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/260.json,2007
110,2007-07-19,2,45,1,1,7,0,48,Agreed to,3,3,94,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/259.json,2007
110,2007-07-19,46,1,2,0,7,0,48,Rejected,48,3,49,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/258.json,2007
110,2007-07-19,47,0,2,0,7,6,42,Rejected,55,3,42,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/257.json,2007
110,2007-07-19,47,1,2,0,7,13,34,Rejected,62,3,35,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/256.json,2007
110,2007-07-19,2,46,0,2,7,43,4,Agreed to,45,3,52,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/255.json,2007
110,2007-07-19,0,47,0,2,7,24,24,Agreed to,24,3,73,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/254.json,2007
110,2007-07-18,0,47,0,2,7,48,0,Agreed to,48,3,49,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/253.json,2007
110,2007-07-18,1,47,1,1,7,45,4,Rejected,47,1,52,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/252.json,2007
110,2007-07-18,0,36,0,1,7,23,0,Agreed to,23,40,37,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/251.json,2007
110,2007-07-17,0,40,1,1,7,36,0,Agreed to,37,22,41,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/250.json,2007
110,2007-07-17,0,43,1,1,7,46,0,Rejected,47,9,44,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/249.json,2007
110,2007-07-17,3,43,0,2,7,0,49,Agreed to,3,3,94,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/248.json,2007
110,2007-07-13,0,43,0,2,7,1,42,Agreed to,1,12,87,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/247.json,2007
110,2007-07-12,0,44,0,2,7,0,48,Agreed to,0,6,94,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/246.json,2007
110,2007-07-12,4,41,1,1,7,0,48,Agreed to,5,5,90,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/245.json,2007
110,2007-07-11,47,0,1,1,7,7,40,Rejected,55,4,41,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/244.json,2007
110,2007-07-11,0,48,1,1,7,44,3,Rejected,45,3,52,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/243.json,2007
110,2007-07-11,0,48,0,2,7,0,47,Agreed to,0,3,97,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/242.json,2007
110,2007-07-11,0,48,1,1,7,40,7,Rejected,41,3,56,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/241.json,2007
110,2007-07-09,0,44,0,2,7,4,37,Confirmed,4,13,83,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/240.json,2007
110,2007-07-09,0,44,0,2,7,0,42,Confirmed,0,12,88,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/239.json,2007
110,2007-08-03,1,42,1,1,8,43,0,Rejected,45,12,43,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/310.json,2007
110,2007-08-03,27,16,1,1,8,0,43,Passed,28,12,60,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/309.json,2007
110,2007-08-03,0,45,0,2,8,0,49,Confirmed,0,4,96,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/308.json,2007
110,2007-08-02,0,48,0,2,8,31,18,Passed,31,1,68,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/307.json,2007
110,2007-08-02,0,48,0,2,8,32,17,Agreed to,32,1,67,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/306.json,2007
110,2007-08-02,48,0,2,0,8,12,37,Rejected,62,1,37,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/305.json,2007
110,2007-08-02,47,1,2,0,8,1,48,Rejected,50,1,49,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/304.json,2007
110,2007-08-02,48,0,2,0,8,28,21,Rejected,78,1,21,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/303.json,2007
110,2007-08-02,43,5,2,0,8,5,44,Rejected,50,1,49,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/302.json,2007
110,2007-08-02,48,0,2,0,8,14,35,Rejected,64,1,35,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/301.json,2007
110,2007-08-02,47,1,2,0,8,13,36,Rejected,62,1,37,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/300.json,2007
110,2007-08-02,48,0,2,0,8,12,37,Rejected,62,1,37,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/299.json,2007
110,2007-08-02,48,0,2,0,8,7,42,Rejected,57,1,42,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/298.json,2007
110,2007-08-02,43,4,2,0,8,10,39,Rejected,55,2,43,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/297.json,2007
110,2007-08-02,46,2,2,0,8,12,37,Rejected,60,1,39,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/296.json,2007
110,2007-08-02,47,1,2,0,8,3,46,Rejected,52,1,47,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/295.json,2007
110,2007-08-02,0,47,0,2,8,14,34,Agreed to,14,3,83,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/294.json,2007
110,2007-08-02,0,47,0,2,8,17,31,Agreed to,17,3,80,2/3,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/293.json,2007
110,2007-08-01,14,33,0,2,8,46,1,Rejected,60,4,36,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/292.json,2007
110,2007-08-01,47,0,2,0,8,12,35,Rejected,61,4,35,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/291.json,2007
110,2007-08-01,0,47,0,2,8,43,4,Agreed to,43,4,53,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/290.json,2007
110,2007-08-01,46,1,2,0,8,16,31,Rejected,64,4,32,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/289.json,2007
110,2007-08-01,42,4,2,0,8,9,38,Rejected,53,5,42,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/288.json,2007
110,2007-08-01,42,0,1,0,8,15,26,Rejected,58,16,26,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/287.json,2007
110,2007-09-27,3,43,1,1,9,2,45,Agreed to,6,5,89,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/357.json,2007
110,2007-09-27,43,3,2,0,9,24,23,Rejected,69,5,26,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/356.json,2007
110,2007-09-27,1,45,0,2,9,0,47,Agreed to,1,5,94,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/355.json,2007
110,2007-09-27,21,25,1,1,9,20,27,Agreed to,42,5,53,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/354.json,2007
110,2007-09-27,0,47,0,2,9,29,18,Agreed to,29,4,67,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/353.json,2007
110,2007-09-27,0,49,0,2,9,30,18,Agreed to,30,1,69,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/352.json,2007
110,2007-09-27,0,49,0,2,9,3,45,Agreed to,3,1,96,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/351.json,2007
110,2007-09-27,0,49,0,2,9,39,9,Agreed to,39,1,60,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/350.json,2007
110,2007-09-26,19,29,1,1,9,2,46,Agreed to,22,2,76,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/349.json,2007
110,2007-09-26,1,47,0,2,9,22,26,Agreed to,23,2,75,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/348.json,2007
110,2007-09-24,2,43,0,2,9,10,36,Agreed to,12,7,81,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/347.json,2007
110,2007-09-21,3,44,1,0,9,43,3,Rejected,47,6,47,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/346.json,2007
110,2007-09-20,20,27,1,1,9,49,0,Rejected,70,2,28,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/345.json,2007
110,2007-09-20,24,22,1,1,9,0,49,Agreed to,25,3,72,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/344.json,2007
110,2007-09-20,1,46,0,2,9,46,2,Rejected,47,3,50,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/343.json,2007
110,2007-09-19,43,6,1,1,9,1,48,Rejected,45,0,55,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/342.json,2007
110,2007-09-19,0,49,1,1,9,43,6,Rejected,44,0,56,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/341.json,2007
110,2007-09-19,0,49,1,1,9,42,6,Rejected,43,1,56,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/340.json,2007
110,2007-09-18,1,47,0,2,9,41,8,Rejected,42,1,57,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/339.json,2007
110,2007-09-18,0,46,0,2,9,0,48,Passed,0,4,96,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/338.json,2007
110,2007-09-18,47,0,2,0,9,10,38,Rejected,59,3,38,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/337.json,2007
110,2007-09-12,0,46,0,2,9,7,40,Passed,7,5,88,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/336.json,2007
110,2007-09-12,1,45,0,2,9,31,16,Agreed to,0,0,0,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/335.json,2007
110,2007-09-12,0,45,0,2,9,37,9,Agreed to,37,7,56,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/334.json,2007
110,2007-09-11,0,49,0,2,9,18,29,Agreed to,18,2,80,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/333.json,2007
110,2007-09-11,48,1,1,1,9,20,27,Rejected,69,2,29,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/332.json,2007
110,2007-09-11,0,49,1,1,9,22,25,Agreed to,23,2,75,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/331.json,2007
110,2007-09-11,2,45,0,2,9,12,35,Agreed to,14,4,82,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/330.json,2007
110,2007-09-10,0,45,0,2,9,33,13,Agreed to,33,7,60,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/329.json,2007
110,2007-09-10,0,43,0,1,9,0,46,Confirmed,0,10,90,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/328.json,2007
110,2007-09-10,0,39,0,2,9,0,45,Confirmed,0,14,86,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/327.json,2007
110,2007-09-07,0,43,0,2,9,12,34,Agreed to,12,9,79,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/326.json,2007
110,2007-09-06,0,44,0,2,9,12,35,Passed,12,7,81,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/325.json,2007
110,2007-09-06,39,5,2,0,9,19,28,Rejected,60,7,33,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/324.json,2007
110,2007-09-06,44,0,2,0,9,1,46,Rejected,47,7,46,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/323.json,2007
110,2007-09-06,0,44,0,2,9,1,46,Agreed to,1,7,92,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/322.json,2007
110,2007-09-06,10,32,0,2,9,0,47,Agreed to,10,9,81,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/321.json,2007
110,2007-09-06,44,1,2,0,9,8,39,Rejected,54,6,40,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/320.json,2007
110,2007-09-06,1,44,0,2,9,40,7,Agreed to,41,6,53,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/319.json,2007
110,2007-09-06,40,4,2,0,9,3,44,Agreed to,45,7,48,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/318.json,2007
110,2007-09-06,43,1,2,0,9,18,29,Rejected,63,7,30,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/317.json,2007
110,2007-09-06,0,43,0,2,9,1,47,Passed,1,7,92,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/316.json,2007
110,2007-09-06,0,42,0,1,9,39,9,Agreed to,39,9,52,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/315.json,2007
110,2007-09-06,0,43,0,2,9,45,2,Agreed to,45,8,47,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/314.json,2007
110,2007-09-06,3,40,0,2,9,12,34,Agreed to,15,9,76,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/313.json,2007
110,2007-09-05,1,43,0,2,9,24,21,Agreed to,25,9,66,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/312.json,2007
110,2007-09-04,23,23,1,1,9,0,45,Confirmed,24,7,69,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/311.json,2007
110,2007-10-31,0,45,0,2,10,33,15,Agreed to,33,5,62,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/401.json,2007
110,2007-10-30,0,43,0,2,10,22,25,Passed,22,8,70,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/400.json,2007
110,2007-10-30,43,0,2,0,10,20,27,Rejected,65,8,27,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/399.json,2007
110,2007-10-30,0,44,0,2,10,13,33,Agreed to,13,8,79,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/398.json,2007
110,2007-10-30,42,2,2,0,10,23,22,Rejected,67,9,24,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/397.json,2007
110,2007-10-25,43,0,1,0,10,20,27,Rejected,64,9,27,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/396.json,2007
110,2007-10-25,44,0,2,0,10,20,28,Rejected,66,6,28,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/395.json,2007
110,2007-10-24,8,38,0,2,10,36,12,Rejected,44,4,52,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/394.json,2007
110,2007-10-24,37,9,1,1,10,0,49,Confirmed,38,3,59,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/393.json,2007
110,2007-10-24,34,12,1,1,10,0,49,Agreed to,35,3,62,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/392.json,2007
110,2007-10-23,0,44,0,2,10,19,29,Passed,19,6,75,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/391.json,2007
110,2007-10-23,44,0,2,0,10,8,40,Rejected,54,6,40,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/390.json,2007
110,2007-10-23,0,44,0,2,10,6,42,Agreed to,6,6,88,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/389.json,2007
110,2007-10-23,0,44,0,2,10,2,46,Agreed to,2,6,92,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/388.json,2007
110,2007-10-23,0,44,0,2,10,3,45,Agreed to,3,6,91,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/387.json,2007
110,2007-10-23,0,43,0,2,10,0,47,Agreed to,0,8,92,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/386.json,2007
110,2007-10-23,1,43,0,2,10,33,15,Agreed to,34,6,60,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/385.json,2007
110,2007-10-23,2,42,0,2,10,24,24,Agreed to,26,6,68,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/384.json,2007
110,2007-10-23,24,19,2,0,10,2,46,Agreed to,28,7,65,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/383.json,2007
110,2007-10-22,0,43,0,2,10,3,43,Agreed to,3,9,88,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/382.json,2007
110,2007-10-22,0,43,0,2,10,21,23,Agreed to,21,11,68,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/381.json,2007
110,2007-10-18,43,0,2,0,10,2,46,Rejected,47,7,46,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/380.json,2007
110,2007-10-18,43,0,2,0,10,7,41,Rejected,52,7,41,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/379.json,2007
110,2007-10-18,0,43,0,2,10,25,23,Agreed to,25,7,68,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/378.json,2007
110,2007-10-18,5,40,0,2,10,47,0,Rejected,52,6,42,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/377.json,2007
110,2007-10-18,0,44,0,2,10,12,35,Agreed to,12,7,81,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/376.json,2007
110,2007-10-18,0,44,0,2,10,4,43,Agreed to,4,7,89,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/375.json,2007
110,2007-10-18,0,44,0,2,10,3,44,Agreed to,3,7,90,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/374.json,2007
110,2007-10-18,43,2,2,0,10,16,32,Rejected,61,5,34,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/373.json,2007
110,2007-10-16,0,45,0,2,10,19,28,Passed,19,6,75,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/372.json,2007
110,2007-10-16,45,0,2,0,10,3,44,Rejected,50,6,44,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/371.json,2007
110,2007-10-16,1,44,0,2,10,41,6,Agreed to,42,6,52,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/370.json,2007
110,2007-10-16,4,39,0,2,10,38,9,Agreed to,42,8,50,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/369.json,2007
110,2007-10-16,2,42,0,2,10,29,18,Agreed to,31,7,62,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/368.json,2007
110,2007-10-16,6,38,0,2,10,19,28,Agreed to,25,7,68,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/367.json,2007
110,2007-10-16,0,43,0,2,10,0,46,Agreed to,0,9,91,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/366.json,2007
110,2007-10-16,0,42,0,2,10,0,46,Agreed to,0,10,90,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/365.json,2007
110,2007-10-15,0,41,0,2,10,3,42,Agreed to,3,12,85,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/364.json,2007
110,2007-10-04,2,43,0,2,10,29,16,Agreed to,31,8,61,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/363.json,2007
110,2007-10-03,21,27,1,1,10,46,0,Rejected,68,4,28,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/362.json,2007
110,2007-10-03,0,48,0,2,10,1,45,Agreed to,1,4,95,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/361.json,2007
110,2007-10-02,36,9,1,1,10,4,43,Agreed to,41,6,53,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/360.json,2007
110,2007-10-01,2,43,0,2,10,1,47,Passed,3,5,92,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/359.json,2007
110,2007-10-01,0,45,0,2,10,44,4,Agreed to,44,5,51,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/358.json,2007
110,2007-11-16,0,49,0,2,11,42,4,Rejected,42,3,55,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/412.json,2007
110,2007-11-16,1,48,1,1,11,43,4,Rejected,45,2,53,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/411.json,2007
110,2007-11-16,49,0,1,1,11,3,44,Rejected,53,2,45,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/410.json,2007
110,2007-11-14,0,45,0,2,11,0,48,Agreed to,0,5,95,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/409.json,2007
110,2007-11-13,0,44,0,1,11,0,41,Confirmed,0,14,86,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/408.json,2007
110,2007-11-08,39,6,1,1,11,0,46,Confirmed,40,7,53,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/407.json,2007
110,2007-11-08,2,43,0,2,11,12,34,Veto Overridden,14,7,79,2/3,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/406.json,2007
110,2007-11-07,1,44,0,2,11,36,10,Agreed to,37,7,56,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/405.json,2007
110,2007-11-07,0,45,0,2,11,46,0,Rejected,46,7,47,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/404.json,2007
110,2007-11-01,0,45,0,2,11,30,17,Passed,30,6,64,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/403.json,2007
110,2007-11-01,0,46,0,2,11,30,17,Agreed to,30,5,65,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/402.json,2007
110,2007-12-18,0,44,0,2,12,0,47,Confirmed,0,7,93,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/442.json,2007
110,2007-12-18,3,41,0,2,12,14,33,Agreed to,17,6,76,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/441.json,2007
110,2007-12-18,0,44,0,2,12,46,2,Rejected,46,6,48,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/440.json,2007
110,2007-12-18,23,21,1,1,12,1,48,Agreed to,25,5,70,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/439.json,2007
110,2007-12-18,1,43,1,1,12,43,6,Rejected,45,5,50,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/438.json,2007
110,2007-12-18,21,23,1,1,12,49,0,Rejected,71,5,24,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/437.json,2007
110,2007-12-18,3,41,0,2,12,48,1,Rejected,51,5,44,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/436.json,2007
110,2007-12-17,10,35,0,0,12,0,41,Agreed to,10,14,76,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/435.json,2007
110,2007-12-14,3,40,0,2,12,11,37,Passed,14,7,79,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/434.json,2007
110,2007-12-14,2,41,1,1,12,0,48,Agreed to,3,7,90,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/433.json,2007
110,2007-12-14,0,44,0,2,12,1,47,Passed,1,6,93,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/432.json,2007
110,2007-12-13,2,42,1,1,12,9,35,Agreed to,12,10,78,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/431.json,2007
110,2007-12-13,1,44,0,2,12,7,40,Agreed to,8,6,86,1/2,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/430.json,2007
110,2007-12-13,43,2,2,0,12,13,35,Rejected,58,5,37,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/429.json,2007
110,2007-12-13,20,25,0,2,12,43,5,Rejected,63,5,32,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/428.json,2007
110,2007-12-13,10,35,0,2,12,45,3,Rejected,55,5,40,3/5,https://api.propublica.org/congress/v1/110/senate/sessions/1/votes/427.json,2007
